feature,x2_str,y_str
"[[[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 ...

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]]",['s 9 3 / 3 8 9 + 1 8 2 / 9 3 5 = 6'],9
"[[[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 ...

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]]",['s 9 3 / 3 8 9 + 1 8 2 / 9 3 5 = 6 9'],9
"[[[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 ...

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]]",['s 9 3 / 3 8 9 + 1 8 2 / 9 3 5 = 6 9 9'],/
"[[[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 ...

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]]",['s 9 3 / 3 8 9 + 1 8 2 / 9 3 5 = 6 9 9 /'],4
"[[[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 ...

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]]",['s 9 3 / 3 8 9 + 1 8 2 / 9 3 5 = 6 9 9 / 4'],0
"[[[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 ...

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]

 [[238 242 253]
  [238 242 253]
  [238 242 253]
  ...
  [238 242 253]
  [238 242 253]
  [238 242 253]]]",['s 9 3 / 3 8 9 + 1 8 2 / 9 3 5 = 6 9 9 / 4 0'],e
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s'],1
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1'],7
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7'],2
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2'],/
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 /'],8
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8'],4
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4'],2
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2'],+
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 +'],8
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8'],2
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2'],3
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3'],/
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 /'],9
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 / 9'],3
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 / 9 3'],5
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 / 9 3 5'],=
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 / 9 3 5 ='],9
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 / 9 3 5 = 9'],7
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 / 9 3 5 = 9 7'],1
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 / 9 3 5 = 9 7 1'],/
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 / 9 3 5 = 9 7 1 /'],9
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 / 9 3 5 = 9 7 1 / 9'],6
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 / 9 3 5 = 9 7 1 / 9 6'],4
"[[[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 ...

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]

 [[17  9  2]
  [17  9  2]
  [17  9  2]
  ...
  [17  9  2]
  [17  9  2]
  [17  9  2]]]",['s 1 7 2 / 8 4 2 + 8 2 3 / 9 3 5 = 9 7 1 / 9 6 4'],e
"[[[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 ...

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]]",['s'],1
"[[[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 ...

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]]",['s 1'],6
"[[[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 ...

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]]",['s 1 6'],2
"[[[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 ...

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]]",['s 1 6 2'],/
"[[[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 ...

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]

 [[238 235 241]
  [238 235 241]
  [238 235 241]
  ...
  [238 235 241]
  [238 235 241]
  [238 235 241]]]",['s 1 6 2 /'],5
